
---------- Begin Simulation Statistics ----------
simSeconds                                   2.429336                       # Number of seconds simulated (Second)
simTicks                                 2429336214800                       # Number of ticks simulated (Tick)
finalTick                                4345961778800                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  14653.02                       # Real time elapsed on the host (Second)
hostTickRate                                165790768                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    9142116                       # Number of bytes of host memory used (Byte)
simInsts                                   1727932506                       # Number of instructions simulated (Count)
simOps                                     1913276275                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   117923                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     130572                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.bridge.power_state.pwrStateResidencyTicks::UNDEFINED 4345961778800                       # Cumulative time (in ticks) in various power states (Tick)
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                       6073340537                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       501713757                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   191610                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      499039436                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                9498429                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            114038007                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         200500168                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                3123                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          6072991626                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.082174                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.368867                       # Number of insts issued each cycle (Count)
system.cpu.mmu.itb_walker.pendingWalks::0   -318374496     13.07%     13.07% # Table walker pending requests distribution (Tick)
system.cpu.mmu.itb_walker.pendingWalks::1  -2118368528     86.95%    100.02% # Table walker pending requests distribution (Tick)
system.cpu.mmu.itb_walker.pendingWalks::2       430000     -0.02%    100.00% # Table walker pending requests distribution (Tick)
system.cpu.mmu.itb_walker.pendingWalks::total  -2436313024                       # Table walker pending requests distribution (Tick)
system.cpu.mmu.itb_walker.pageSizes::4KiB          367    100.00%    100.00% # Table walker page sizes translated (Count)
system.cpu.mmu.itb_walker.pageSizes::total          367                       # Table walker page sizes translated (Count)
system.cpu.mmu.itb_walker.requestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.itb_walker.requestOrigin_Requested::Inst          418                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.itb_walker.requestOrigin_Requested::total          418                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.itb_walker.requestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.itb_walker.requestOrigin_Completed::Inst          367                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.itb_walker.requestOrigin_Completed::total          367                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.itb_walker.requestOrigin::total          785                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.itb_walker.power_state.pwrStateResidencyTicks::UNDEFINED 4345961778800                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.l2_shared.partialHits         88890733                       # partial translation hits (Count)
system.cpu.mmu.l2_shared.instHits                 391                       # Inst hits (Count)
system.cpu.mmu.l2_shared.instMisses                37                       # Inst misses (Count)
system.cpu.mmu.l2_shared.readHits            90885600                       # Read hits (Count)
system.cpu.mmu.l2_shared.readMisses           5027931                       # Read misses (Count)
system.cpu.mmu.l2_shared.writeHits              30586                       # Write hits (Count)
system.cpu.mmu.l2_shared.writeMisses            13987                       # Write misses (Count)
system.cpu.mmu.l2_shared.inserts             22479698                       # Number of times an entry is inserted into the TLB (Count)
system.cpu.mmu.l2_shared.flushTlb                   0                       # Number of times a TLB invalidation was requested (Count)
system.cpu.mmu.l2_shared.flushedEntries             0                       # Number of entries that have been flushed from TLB (Count)
system.cpu.mmu.l2_shared.readAccesses        95913531                       # Read accesses (Count)
system.cpu.mmu.l2_shared.writeAccesses          44573                       # Write accesses (Count)
system.cpu.mmu.l2_shared.instAccesses             428                       # Inst accesses (Count)
system.cpu.mmu.l2_shared.hits                90916577                       # Total TLB (inst and data) hits (Count)
system.cpu.mmu.l2_shared.misses               5041955                       # Total TLB (inst and data) misses (Count)
system.cpu.mmu.l2_shared.accesses            95958532                       # Total TLB (inst and data) accesses (Count)
system.cpu.mmu.stage2_dtb.readHits                  0                       # Read hits (Count)
system.cpu.mmu.stage2_dtb.readMisses                0                       # Read misses (Count)
system.cpu.mmu.stage2_dtb.writeHits                 0                       # Write hits (Count)
system.cpu.mmu.stage2_dtb.writeMisses               0                       # Write misses (Count)
system.cpu.mmu.stage2_dtb.inserts                   0                       # Number of times an entry is inserted into the TLB (Count)
system.cpu.mmu.stage2_dtb.flushTlb                  0                       # Number of times a TLB invalidation was requested (Count)
system.cpu.mmu.stage2_dtb.flushedEntries            0                       # Number of entries that have been flushed from TLB (Count)
system.cpu.mmu.stage2_dtb.readAccesses              0                       # Read accesses (Count)
system.cpu.mmu.stage2_dtb.writeAccesses             0                       # Write accesses (Count)
system.cpu.mmu.stage2_dtb.hits                      0                       # Total TLB (inst and data) hits (Count)
system.cpu.mmu.stage2_dtb.misses                    0                       # Total TLB (inst and data) misses (Count)
system.cpu.mmu.stage2_dtb.accesses                  0                       # Total TLB (inst and data) accesses (Count)
system.cpu.mmu.stage2_dtb_walker.walks              0                       # Table walker walks requested (Count)
system.cpu.mmu.stage2_dtb_walker.requestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_dtb_walker.requestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_dtb_walker.requestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_dtb_walker.requestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_dtb_walker.requestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_dtb_walker.requestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_dtb_walker.requestOrigin::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_dtb_walker.power_state.pwrStateResidencyTicks::UNDEFINED 4345961778800                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.stage2_itb.instHits                  0                       # Inst hits (Count)
system.cpu.mmu.stage2_itb.instMisses                0                       # Inst misses (Count)
system.cpu.mmu.stage2_itb.inserts                   0                       # Number of times an entry is inserted into the TLB (Count)
system.cpu.mmu.stage2_itb.flushTlb                  0                       # Number of times a TLB invalidation was requested (Count)
system.cpu.mmu.stage2_itb.flushedEntries            0                       # Number of entries that have been flushed from TLB (Count)
system.cpu.mmu.stage2_itb.instAccesses              0                       # Inst accesses (Count)
system.cpu.mmu.stage2_itb.hits                      0                       # Total TLB (inst and data) hits (Count)
system.cpu.mmu.stage2_itb.misses                    0                       # Total TLB (inst and data) misses (Count)
system.cpu.mmu.stage2_itb.accesses                  0                       # Total TLB (inst and data) accesses (Count)
system.cpu.mmu.stage2_itb_walker.walks              0                       # Table walker walks requested (Count)
system.cpu.mmu.stage2_itb_walker.requestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_itb_walker.requestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_itb_walker.requestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_itb_walker.requestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_itb_walker.requestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_itb_walker.requestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_itb_walker.requestOrigin::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_itb_walker.power_state.pwrStateResidencyTicks::UNDEFINED 4345961778800                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON 3798922235800                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                3917196                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                114935277                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles              5699405342                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles       15584009                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                 138041021                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles             101108781                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts              509447982                       # Number of instructions processed by rename (Count)
system.cpu.rename.squashedInsts               5569494                       # Number of squashed instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents              13098530                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents               63292570                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                4467647                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                3422030                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands           710123408                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   987997774                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                661890501                       # Number of integer rename lookups (Count)
system.cpu.rename.vecLookups                      128                       # Number of vector rename lookups (Count)
system.cpu.rename.committedMaps             544366246                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                165757166                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                  700625                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing              155091                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                 187927820                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                       6553363963                       # The number of ROB reads (Count)
system.cpu.rob.writes                      1013708950                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                384948277                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                  387867364                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu_clk_domain.clock                       400                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.iobus.power_state.pwrStateResidencyTicks::UNDEFINED 4345961778800                       # Cumulative time (in ticks) in various power states (Tick)
system.iocache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.iocache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.iocache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.iocache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.iocache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.iocache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.iocache.replacements                         0                       # number of replacements (Count)
system.iocache.prefetchFills                        0                       # number of prefetch fills (Count)
system.iocache.prefetchHits                         0                       # number of prefetch hits (Count)
system.iocache.power_state.pwrStateResidencyTicks::UNDEFINED 4345961778800                       # Cumulative time (in ticks) in various power states (Tick)
system.iocache.tags.tagsInUse                      16                       # Average ticks per tags in use ((Tick/Count))
system.iocache.tags.totalRefs                       0                       # Total number of references to valid blocks. (Count)
system.iocache.tags.sampledRefs                     0                       # Sample count of references to valid blocks. (Count)
system.iocache.tags.avgRefs                       nan                       # Average number of references to valid blocks. ((Count/Count))
system.iocache.tags.warmupTick                      0                       # The tick when the warmup percentage was hit. (Tick)
system.iocache.tags.occupancies::pci_ide           16                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.iocache.tags.avgOccs::pci_ide                1                       # Average percentage of cache occupancy ((Ratio/Tick))
system.iocache.tags.avgOccs::total                  1                       # Average percentage of cache occupancy ((Ratio/Tick))
system.iocache.tags.occupanciesTaskId::1023           16                       # Occupied blocks per task id (Count)
system.iocache.tags.ageTaskId_1023::4              16                       # Occupied blocks per task id, per block age (Count)
system.iocache.tags.ratioOccsTaskId::1023            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.iocache.tags.tagAccesses                     0                       # Number of tag accesses (Count)
system.iocache.tags.dataAccesses                    0                       # Number of data accesses (Count)
system.iocache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 4345961778800                       # Cumulative time (in ticks) in various power states (Tick)
system.l2.demandHits::cpu.mmu.dtb_walker     17482749                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.mmu.itb_walker          202                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.inst                  11889                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                  91839                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.dcache.prefetcher         6443                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                  17593122                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.mmu.dtb_walker     17482749                       # number of overall hits (Count)
system.l2.overallHits::cpu.mmu.itb_walker          202                       # number of overall hits (Count)
system.l2.overallHits::cpu.inst                 11889                       # number of overall hits (Count)
system.l2.overallHits::cpu.data                 91839                       # number of overall hits (Count)
system.l2.overallHits::cpu.dcache.prefetcher         6443                       # number of overall hits (Count)
system.l2.overallHits::total                 17593122                       # number of overall hits (Count)
system.l2.demandMisses::cpu.mmu.dtb_walker     10134843                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.mmu.itb_walker          218                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.inst                 3373                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data             31052800                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.dcache.prefetcher       689057                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                41880291                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.mmu.dtb_walker     10134843                       # number of overall misses (Count)
system.l2.overallMisses::cpu.mmu.itb_walker          218                       # number of overall misses (Count)
system.l2.overallMisses::cpu.inst                3373                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data            31052800                       # number of overall misses (Count)
system.l2.overallMisses::cpu.dcache.prefetcher       689057                       # number of overall misses (Count)
system.l2.overallMisses::total               41880291                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.mmu.dtb_walker 590718864290                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.mmu.itb_walker     12724593                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.inst       195602000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data    1810801945600                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.dcache.prefetcher  40407051727                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total       2442136188210                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.mmu.dtb_walker 590718864290                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.mmu.itb_walker     12724593                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst      195602000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data   1810801945600                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.dcache.prefetcher  40407051727                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total      2442136188210                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.mmu.dtb_walker     27617592                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.mmu.itb_walker          420                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.inst              15262                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data           31144639                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.dcache.prefetcher       695500                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total              59473413                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.mmu.dtb_walker     27617592                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.mmu.itb_walker          420                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst             15262                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data          31144639                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.dcache.prefetcher       695500                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total             59473413                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.mmu.dtb_walker     0.366971                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.mmu.itb_walker     0.519048                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.inst           0.221006                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.997051                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.dcache.prefetcher     0.990736                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.704185                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.mmu.dtb_walker     0.366971                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.mmu.itb_walker     0.519048                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.221006                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.997051                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.dcache.prefetcher     0.990736                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.704185                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.mmu.dtb_walker 58285.941311                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.mmu.itb_walker 58369.692661                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.inst 57990.512897                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 58313.644683                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.dcache.prefetcher 58641.087351                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    58312.302276                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.mmu.dtb_walker 58285.941311                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.mmu.itb_walker 58369.692661                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 57990.512897                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 58313.644683                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.dcache.prefetcher 58641.087351                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   58312.302276                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks               372745                       # number of writebacks (Count)
system.l2.writebacks::total                    372745                       # number of writebacks (Count)
system.l2.demandMshrMisses::cpu.mmu.dtb_walker     10134843                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.mmu.itb_walker          218                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.inst             3373                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data         31052800                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.dcache.prefetcher       689057                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total            41880291                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.mmu.dtb_walker     10134843                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.mmu.itb_walker          218                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst            3373                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data        31052800                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.dcache.prefetcher       689057                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total           41880291                       # number of overall MSHR misses (Count)
system.l2.overallMshrUncacheable::cpu.data         1824                       # number of overall MSHR uncacheable misses (Count)
system.l2.overallMshrUncacheable::total          1824                       # number of overall MSHR uncacheable misses (Count)
system.l2.demandMshrMissLatency::cpu.mmu.dtb_walker 505128770690                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.mmu.itb_walker     10881793                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.inst    167133600                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data 1547725975600                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.dcache.prefetcher  34565357931                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total   2087598119614                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.mmu.dtb_walker 505128770690                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.mmu.itb_walker     10881793                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst    167133600                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data 1547725975600                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.dcache.prefetcher  34565357931                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total  2087598119614                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrUncacheableLatency::cpu.data     35618000                       # number of overall MSHR uncacheable ticks (Tick)
system.l2.overallMshrUncacheableLatency::total     35618000                       # number of overall MSHR uncacheable ticks (Tick)
system.l2.demandMshrMissRate::cpu.mmu.dtb_walker     0.366971                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.mmu.itb_walker     0.519048                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.inst       0.221006                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.997051                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.dcache.prefetcher     0.990736                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.704185                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.mmu.dtb_walker     0.366971                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.mmu.itb_walker     0.519048                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.221006                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.997051                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.dcache.prefetcher     0.990736                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.704185                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.mmu.dtb_walker 49840.808653                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.mmu.itb_walker 49916.481651                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.inst 49550.429884                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 49841.752615                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.dcache.prefetcher 50163.278119                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 49846.791170                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.mmu.dtb_walker 49840.808653                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.mmu.itb_walker 49916.481651                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst 49550.429884                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 49841.752615                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.dcache.prefetcher 50163.278119                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 49846.791170                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrUncacheableLatency::cpu.data 19527.412281                       # average overall mshr uncacheable latency ((Tick/Count))
system.l2.overallAvgMshrUncacheableLatency::total 19527.412281                       # average overall mshr uncacheable latency ((Tick/Count))
system.l2.replacements                       43512157                       # number of replacements (Count)
system.l2.prefetchFills                             0                       # number of prefetch fills (Count)
system.l2.prefetchHits                              0                       # number of prefetch hits (Count)
system.l2.InvalidateReq.misses::cpu.data       316898                       # number of InvalidateReq misses (Count)
system.l2.InvalidateReq.misses::total          316898                       # number of InvalidateReq misses (Count)
system.l2.InvalidateReq.accesses::cpu.data       316898                       # number of InvalidateReq accesses(hits+misses) (Count)
system.l2.InvalidateReq.accesses::total        316898                       # number of InvalidateReq accesses(hits+misses) (Count)
system.l2.InvalidateReq.missRate::cpu.data            1                       # miss rate for InvalidateReq accesses (Ratio)
system.l2.InvalidateReq.missRate::total             1                       # miss rate for InvalidateReq accesses (Ratio)
system.l2.InvalidateReq.mshrMisses::cpu.data       316898                       # number of InvalidateReq MSHR misses (Count)
system.l2.InvalidateReq.mshrMisses::total       316898                       # number of InvalidateReq MSHR misses (Count)
system.l2.InvalidateReq.mshrMissLatency::cpu.data   5702457600                       # number of InvalidateReq MSHR miss ticks (Tick)
system.l2.InvalidateReq.mshrMissLatency::total   5702457600                       # number of InvalidateReq MSHR miss ticks (Tick)
system.l2.InvalidateReq.mshrMissRate::cpu.data            1                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.l2.InvalidateReq.mshrMissRate::total            1                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.l2.InvalidateReq.avgMshrMissLatency::cpu.data 17994.615302                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.l2.InvalidateReq.avgMshrMissLatency::total 17994.615302                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.hits::cpu.inst           11889                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total              11889                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu.inst          3373                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total             3373                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu.inst    195602000                       # number of ReadCleanReq miss ticks (Tick)
