
---------- Begin Simulation Statistics ----------
simSeconds                                   0.015414                       # Number of seconds simulated (Second)
simTicks                                  15413556000                       # Number of ticks simulated (Tick)
finalTick                                702513104800                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    612.32                       # Real time elapsed on the host (Second)
hostTickRate                                 25172384                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    9149304                       # Number of bytes of host memory used (Byte)
simInsts                                    399746281                       # Number of instructions simulated (Count)
simOps                                      456963764                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   652839                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     746282                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.bridge.power_state.pwrStateResidencyTicks::UNDEFINED 702513104800                       # Cumulative time (in ticks) in various power states (Tick)
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         38533890                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        16759683                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      597                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       15213261                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 188661                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              2196103                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           3807128                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  67                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            38446777                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.395697                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.778479                       # Number of insts issued each cycle (Count)
system.cpu.lsq0.loadToUse::60-69                 6402      0.10%     88.51% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                 6310      0.10%     88.62% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                 6591      0.11%     88.72% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                 8070      0.13%     88.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109              11229      0.18%     89.04% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119              10292      0.17%     89.20% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129              10631      0.17%     89.38% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139              12678      0.21%     89.58% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149              56838      0.92%     90.50% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159             437165      7.09%     97.59% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169             110702      1.79%     99.38% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179              32917      0.53%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189               4560      0.07%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199                271      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209                 68      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                 85      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                155      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                 22      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                 20      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                  2      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                  4      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                  4      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows               10      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                3                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              609                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total              6169948                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.alignFaults                          0                       # Number of MMU faults due to alignment restrictions (Count)
system.cpu.mmu.prefetchFaults                  351042                       # Number of MMU faults due to prefetch (Count)
system.cpu.mmu.domainFaults                         0                       # Number of MMU faults due to domain restrictions (Count)
system.cpu.mmu.permsFaults                         45                       # Number of MMU faults due to permissions restrictions (Count)
system.cpu.mmu.dtb.readHits                   9210420                       # Read hits (Count)
system.cpu.mmu.dtb.readMisses                  449092                       # Read misses (Count)
system.cpu.mmu.dtb.writeHits                     8293                       # Write hits (Count)
system.cpu.mmu.dtb.writeMisses                      2                       # Write misses (Count)
system.cpu.mmu.dtb.inserts                          0                       # Number of times an entry is inserted into the TLB (Count)
system.cpu.mmu.dtb.flushTlb                         0                       # Number of times a TLB invalidation was requested (Count)
system.cpu.mmu.dtb.flushedEntries                   0                       # Number of entries that have been flushed from TLB (Count)
system.cpu.mmu.dtb.readAccesses               9659512                       # Read accesses (Count)
system.cpu.mmu.dtb.writeAccesses                 8295                       # Write accesses (Count)
system.cpu.mmu.dtb.hits                       9218713                       # Total TLB (inst and data) hits (Count)
system.cpu.mmu.dtb.misses                      449094                       # Total TLB (inst and data) misses (Count)
system.cpu.mmu.dtb.accesses                   9667807                       # Total TLB (inst and data) accesses (Count)
system.cpu.mmu.dtb_walker.walks                 98052                       # Table walker walks requested (Count)
system.cpu.mmu.dtb_walker.walksLongDescriptor        98052                       # Table walker walks initiated with long descriptors (Count)
system.cpu.mmu.dtb_walker.squashedBefore        34026                       # Table walks squashed before starting (Count)
system.cpu.mmu.dtb_walker.walkWaitTime::samples        64026                       # Table walker wait (enqueue to first request) latency (Tick)
system.cpu.mmu.dtb_walker.walkWaitTime::0        64026    100.00%    100.00% # Table walker wait (enqueue to first request) latency (Tick)
system.cpu.mmu.dtb_walker.walkWaitTime::total        64026                       # Table walker wait (enqueue to first request) latency (Tick)
system.cpu.mmu.dtb_walker.pendingWalks::samples  15414799600                       # Table walker pending requests distribution (Tick)
system.cpu.mmu.dtb_walker.pendingWalks::mean     0.591237                       # Table walker pending requests distribution (Tick)
system.cpu.mmu.dtb_walker.pendingWalks::stdev     0.503090                       # Table walker pending requests distribution (Tick)
system.cpu.mmu.dtb_walker.pendingWalks::0   6388534400     41.44%     41.44% # Table walker pending requests distribution (Tick)
system.cpu.mmu.dtb_walker.pendingWalks::1   8939080800     57.99%     99.43% # Table walker pending requests distribution (Tick)
system.cpu.mmu.dtb_walker.pendingWalks::2     87011200      0.56%    100.00% # Table walker pending requests distribution (Tick)
system.cpu.mmu.dtb_walker.pendingWalks::3         1200      0.00%    100.00% # Table walker pending requests distribution (Tick)
system.cpu.mmu.dtb_walker.pendingWalks::4       172000      0.00%    100.00% # Table walker pending requests distribution (Tick)
system.cpu.mmu.dtb_walker.pendingWalks::total  15414799600                       # Table walker pending requests distribution (Tick)
system.cpu.mmu.dtb_walker.requestOrigin_Requested::Data        98052                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.dtb_walker.requestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.dtb_walker.requestOrigin_Requested::total        98052                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.dtb_walker.requestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.dtb_walker.requestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.dtb_walker.requestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.dtb_walker.requestOrigin::total        98052                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.dtb_walker.power_state.pwrStateResidencyTicks::UNDEFINED 702513104800                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.instHits                   5761438                       # Inst hits (Count)
system.cpu.mmu.itb.instMisses                     158                       # Inst misses (Count)
system.cpu.mmu.itb.inserts                        158                       # Number of times an entry is inserted into the TLB (Count)
system.cpu.mmu.itb.flushTlb                         0                       # Number of times a TLB invalidation was requested (Count)
system.cpu.mmu.itb.flushedEntries                   0                       # Number of entries that have been flushed from TLB (Count)
system.cpu.mmu.itb.instAccesses               5761596                       # Inst accesses (Count)
system.cpu.mmu.itb.hits                       5761438                       # Total TLB (inst and data) hits (Count)
system.cpu.mmu.itb.misses                         158                       # Total TLB (inst and data) misses (Count)
system.cpu.mmu.itb.accesses                   5761596                       # Total TLB (inst and data) accesses (Count)
system.cpu.mmu.itb_walker.walks                     3                       # Table walker walks requested (Count)
system.cpu.mmu.itb_walker.walksLongDescriptor            3                       # Table walker walks initiated with long descriptors (Count)
system.cpu.mmu.itb_walker.walksLongTerminatedAtLevel::Level3            3                       # Level at which table walker walks with long descriptors terminate (Count)
system.cpu.mmu.itb_walker.walkWaitTime::samples            3                       # Table walker wait (enqueue to first request) latency (Tick)
system.cpu.mmu.itb_walker.walkWaitTime::0            3    100.00%    100.00% # Table walker wait (enqueue to first request) latency (Tick)
system.cpu.mmu.itb_walker.walkWaitTime::total            3                       # Table walker wait (enqueue to first request) latency (Tick)
system.cpu.mmu.itb_walker.walkServiceTime::samples            3                       # Table walker service (enqueue to completion) latency (Tick)
system.cpu.mmu.itb_walker.walkServiceTime::mean 58666.666667                       # Table walker service (enqueue to completion) latency (Tick)
system.cpu.mmu.itb_walker.walkServiceTime::gmean 58665.458194                       # Table walker service (enqueue to completion) latency (Tick)
system.cpu.mmu.itb_walker.walkServiceTime::stdev   461.880215                       # Table walker service (enqueue to completion) latency (Tick)
system.cpu.mmu.itb_walker.walkServiceTime::57344-61439            3    100.00%    100.00% # Table walker service (enqueue to completion) latency (Tick)
system.cpu.mmu.itb_walker.walkServiceTime::total            3                       # Table walker service (enqueue to completion) latency (Tick)
system.cpu.mmu.itb_walker.pageSizes::4KiB            3    100.00%    100.00% # Table walker page sizes translated (Count)
system.cpu.mmu.itb_walker.pageSizes::total            3                       # Table walker page sizes translated (Count)
system.cpu.mmu.itb_walker.requestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.itb_walker.requestOrigin_Requested::Inst            3                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.itb_walker.requestOrigin_Requested::total            3                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.itb_walker.requestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.itb_walker.requestOrigin_Completed::Inst            3                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.itb_walker.requestOrigin_Completed::total            3                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.itb_walker.requestOrigin::total            6                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.itb_walker.power_state.pwrStateResidencyTicks::UNDEFINED 702513104800                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.l2_shared.partialHits               30                       # partial translation hits (Count)
system.cpu.mmu.l2_shared.instHits                 158                       # Inst hits (Count)
system.cpu.mmu.l2_shared.instMisses                 0                       # Inst misses (Count)
system.cpu.mmu.l2_shared.readHits                  27                       # Read hits (Count)
system.cpu.mmu.l2_shared.readMisses            449065                       # Read misses (Count)
system.cpu.mmu.l2_shared.writeMisses                2                       # Write misses (Count)
system.cpu.mmu.l2_shared.inserts                    3                       # Number of times an entry is inserted into the TLB (Count)
system.cpu.mmu.l2_shared.flushTlb                   0                       # Number of times a TLB invalidation was requested (Count)
system.cpu.mmu.l2_shared.flushedEntries             0                       # Number of entries that have been flushed from TLB (Count)
system.cpu.mmu.l2_shared.readAccesses          449092                       # Read accesses (Count)
system.cpu.mmu.l2_shared.writeAccesses              2                       # Write accesses (Count)
system.cpu.mmu.l2_shared.instAccesses             158                       # Inst accesses (Count)
system.cpu.mmu.l2_shared.hits                     185                       # Total TLB (inst and data) hits (Count)
system.cpu.mmu.l2_shared.misses                449067                       # Total TLB (inst and data) misses (Count)
system.cpu.mmu.l2_shared.accesses              449252                       # Total TLB (inst and data) accesses (Count)
system.cpu.mmu.stage2_dtb.readHits                  0                       # Read hits (Count)
system.cpu.mmu.stage2_dtb.readMisses                0                       # Read misses (Count)
system.cpu.mmu.stage2_dtb.writeHits                 0                       # Write hits (Count)
system.cpu.mmu.stage2_dtb.writeMisses               0                       # Write misses (Count)
system.cpu.mmu.stage2_dtb.inserts                   0                       # Number of times an entry is inserted into the TLB (Count)
system.cpu.mmu.stage2_dtb.flushTlb                  0                       # Number of times a TLB invalidation was requested (Count)
system.cpu.mmu.stage2_dtb.flushedEntries            0                       # Number of entries that have been flushed from TLB (Count)
system.cpu.mmu.stage2_dtb.readAccesses              0                       # Read accesses (Count)
system.cpu.mmu.stage2_dtb.writeAccesses             0                       # Write accesses (Count)
system.cpu.mmu.stage2_dtb.hits                      0                       # Total TLB (inst and data) hits (Count)
system.cpu.mmu.stage2_dtb.misses                    0                       # Total TLB (inst and data) misses (Count)
system.cpu.mmu.stage2_dtb.accesses                  0                       # Total TLB (inst and data) accesses (Count)
system.cpu.mmu.stage2_dtb_walker.walks              0                       # Table walker walks requested (Count)
system.cpu.mmu.stage2_dtb_walker.requestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_dtb_walker.requestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_dtb_walker.requestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_dtb_walker.requestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_dtb_walker.requestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_dtb_walker.requestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_dtb_walker.requestOrigin::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_dtb_walker.power_state.pwrStateResidencyTicks::UNDEFINED 702513104800                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.stage2_itb.instHits                  0                       # Inst hits (Count)
system.cpu.mmu.stage2_itb.instMisses                0                       # Inst misses (Count)
system.cpu.mmu.stage2_itb.inserts                   0                       # Number of times an entry is inserted into the TLB (Count)
system.cpu.mmu.stage2_itb.flushTlb                  0                       # Number of times a TLB invalidation was requested (Count)
system.cpu.mmu.stage2_itb.flushedEntries            0                       # Number of entries that have been flushed from TLB (Count)
system.cpu.mmu.stage2_itb.instAccesses              0                       # Inst accesses (Count)
system.cpu.mmu.stage2_itb.hits                      0                       # Total TLB (inst and data) hits (Count)
system.cpu.mmu.stage2_itb.misses                    0                       # Total TLB (inst and data) misses (Count)
system.cpu.mmu.stage2_itb.accesses                  0                       # Total TLB (inst and data) accesses (Count)
system.cpu.mmu.stage2_itb_walker.walks              0                       # Table walker walks requested (Count)
system.cpu.mmu.stage2_itb_walker.requestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_itb_walker.requestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_itb_walker.requestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_itb_walker.requestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_itb_walker.requestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_itb_walker.requestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_itb_walker.requestOrigin::total            0                       # Table walker requests started/completed, data/inst (Count)
system.cpu.mmu.stage2_itb_walker.power_state.pwrStateResidencyTicks::UNDEFINED 702513104800                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  35499463800                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                  84535                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                  2949345                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                21925381                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles          77069                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                   4803644                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles               8606803                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               16879013                       # Number of instructions processed by rename (Count)
system.cpu.rename.squashedInsts                100812                       # Number of squashed instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents               1942657                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                4223197                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                7130541                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                   2685                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands            23977777                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                    32389800                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 21652464                       # Number of integer rename lookups (Count)
system.cpu.rename.vecLookups                      192                       # Number of vector rename lookups (Count)
system.cpu.rename.committedMaps              20687542                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  3290238                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                    2129                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 438                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                   4464907                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                         54703420                       # The number of ROB reads (Count)
system.cpu.rob.writes                        33610498                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 14555029                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   14564182                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu_clk_domain.clock                       400                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.iobus.transDist::ReadReq                    10                       # Transaction distribution (Count)
system.iobus.transDist::ReadResp                   10                       # Transaction distribution (Count)
system.iobus.pktCount_system.bridge.mem_side_port::system.realview.realview_io.pio           20                       # Packet count per connected requestor and responder (Count)
system.iobus.pktCount_system.bridge.mem_side_port::total           20                       # Packet count per connected requestor and responder (Count)
system.iobus.pktCount::total                       20                       # Packet count per connected requestor and responder (Count)
system.iobus.pktSize_system.bridge.mem_side_port::system.realview.realview_io.pio           40                       # Cumulative packet size per connected requestor and responder (Byte)
system.iobus.pktSize_system.bridge.mem_side_port::total           40                       # Cumulative packet size per connected requestor and responder (Byte)
system.iobus.pktSize::total                        40                       # Cumulative packet size per connected requestor and responder (Byte)
system.iobus.power_state.pwrStateResidencyTicks::UNDEFINED 702513104800                       # Cumulative time (in ticks) in various power states (Tick)
system.iobus.reqLayer2.occupancy                12600                       # Layer occupancy (ticks) (Tick)
system.iobus.reqLayer2.utilization                0.0                       # Layer utilization (Ratio)
system.iobus.respLayer0.occupancy               20000                       # Layer occupancy (ticks) (Tick)
system.iobus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.iocache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.iocache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.iocache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.iocache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.iocache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.iocache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.iocache.replacements                         0                       # number of replacements (Count)
system.iocache.prefetchFills                        0                       # number of prefetch fills (Count)
system.iocache.prefetchHits                         0                       # number of prefetch hits (Count)
system.iocache.power_state.pwrStateResidencyTicks::UNDEFINED 702513104800                       # Cumulative time (in ticks) in various power states (Tick)
system.iocache.tags.tagsInUse                      16                       # Average ticks per tags in use ((Tick/Count))
system.iocache.tags.totalRefs                       0                       # Total number of references to valid blocks. (Count)
system.iocache.tags.sampledRefs                     0                       # Sample count of references to valid blocks. (Count)
system.iocache.tags.avgRefs                       nan                       # Average number of references to valid blocks. ((Count/Count))
system.iocache.tags.warmupTick                      0                       # The tick when the warmup percentage was hit. (Tick)
system.iocache.tags.occupancies::pci_ide           16                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.iocache.tags.avgOccs::pci_ide                1                       # Average percentage of cache occupancy ((Ratio/Tick))
system.iocache.tags.avgOccs::total                  1                       # Average percentage of cache occupancy ((Ratio/Tick))
system.iocache.tags.occupanciesTaskId::1023           16                       # Occupied blocks per task id (Count)
system.iocache.tags.ageTaskId_1023::4              16                       # Occupied blocks per task id, per block age (Count)
system.iocache.tags.ratioOccsTaskId::1023            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.iocache.tags.tagAccesses                     0                       # Number of tag accesses (Count)
system.iocache.tags.dataAccesses                    0                       # Number of data accesses (Count)
system.iocache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 702513104800                       # Cumulative time (in ticks) in various power states (Tick)
system.l2.demandHits::cpu.mmu.dtb_walker       128043                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.inst                    615                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                  19625                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.dcache.prefetcher       172626                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                    320909                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.mmu.dtb_walker       128043                       # number of overall hits (Count)
system.l2.overallHits::cpu.inst                   615                       # number of overall hits (Count)
system.l2.overallHits::cpu.data                 19625                       # number of overall hits (Count)
system.l2.overallHits::cpu.dcache.prefetcher       172626                       # number of overall hits (Count)
system.l2.overallHits::total                   320909                       # number of overall hits (Count)
system.l2.demandMisses::cpu.mmu.dtb_walker            5                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.mmu.itb_walker            3                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.inst                 1053                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data               186388                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.dcache.prefetcher       860624                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                 1048073                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.mmu.dtb_walker            5                       # number of overall misses (Count)
system.l2.overallMisses::cpu.mmu.itb_walker            3                       # number of overall misses (Count)
system.l2.overallMisses::cpu.inst                1053                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data              186388                       # number of overall misses (Count)
system.l2.overallMisses::cpu.dcache.prefetcher       860624                       # number of overall misses (Count)
system.l2.overallMisses::total                1048073                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.mmu.dtb_walker       293195                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.mmu.itb_walker       174797                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.inst        61115200                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data     11064874400                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.dcache.prefetcher  50660515958                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total        61786973550                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.mmu.dtb_walker       293195                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.mmu.itb_walker       174797                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst       61115200                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data    11064874400                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.dcache.prefetcher  50660515958                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total       61786973550                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.mmu.dtb_walker       128048                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.mmu.itb_walker            3                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.inst               1668                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data             206013                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.dcache.prefetcher      1033250                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total               1368982                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.mmu.dtb_walker       128048                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.mmu.itb_walker            3                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst              1668                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data            206013                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.dcache.prefetcher      1033250                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total              1368982                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.mmu.dtb_walker     0.000039                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.mmu.itb_walker            1                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.inst           0.631295                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.904739                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.dcache.prefetcher     0.832929                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.765586                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.mmu.dtb_walker     0.000039                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.mmu.itb_walker            1                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.631295                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.904739                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.dcache.prefetcher     0.832929                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.765586                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.mmu.dtb_walker        58639                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.mmu.itb_walker 58265.666667                       # average overall miss latency in ticks ((Tick/Count))
